SID,SCHID,GENDER,Y1S3_1,Y1S3_2,Y1S3_3,Y1S3_4,Y1S3_5,Y1S3_6,Y1S3_7,Y1S3_8,Y1S3_9,Y1S3_10,Y1S3_11,Y1S3_12,Y1S3_13,Y1S3_14,Y1S3_15,Y1S3_16,Y1S3_17,Y1S3_18,Y1S3_19,Y1S3_20,Y1S3_21,Y1S3_22,Y1S3_23,Y1S3_24,Y1S3_25,Y1S3_26,Y1S3_27,Y1S3_28,Y1S3_29,Y1S3_30,Y1L3_1,Y1L3_2,Y1L3_3,Y1L3_4,Y1L4_11,Y1L4_12,Y1L4_13,Y1L4_14,Y1L4_15,Y1L4_6,Y1L4_7,Y1L4_8,Y1L4_9,Y1L4_10,Y1L4_1,Y1L4_2,Y1L4_3,Y1L4_4,Y1L4_5,Y1S5_1,Y1S5_2,Y1S5_3,Y1KOR_S,Y1ENG_S,Y1MAT_S,Y1KOR_V,Y1ENG_V,Y1MAT_V
4133,85,2,5,5,4,5,4,5,4,3,4,4,5,4,4,4,4,3,3,5,4,3,5,3,3,3,4,4,3,4,4,4,3,3,2,3,3,3,2,2,2,3,3,3,3,3,3,2,3,3,3,4,5,5,82,94,100,343,381,519
4134,85,2,4,3,-1,4,5,5,5,3,5,5,5,5,5,5,4,5,5,2,5,2,3,4,3,4,5,5,5,3,4,5,3,4,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,3,2,4,5,4,64,76,60,293,334,303
4135,85,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,5,5,5,3,5,5,3,3,2,3,3,2,2,3,3,3,2,2,2,3,2,2,2,2,3,1,3,4,79,82,65,332,346,312
4136,85,2,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,2,4,4,4,4,4,5,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,5,4,79,76,50,332,334,286
4137,85,2,5,5,5,4,4,3,4,3,5,5,5,5,5,5,5,5,5,3,3,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,5,5,5,91,79,95,390,340,402
4138,85,2,4,5,4,4,5,5,4,2,5,5,5,4,5,5,4,4,3,4,4,4,4,3,3,4,4,4,5,3,4,4,3,3,3,3,2,2,3,3,2,3,2,3,3,2,3,2,3,3,3,5,5,5,85,97,80,355,400,341
4139,85,2,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,2,3,2,1,3,3,4,2,3,4,2,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,5,5,5,79,79,60,332,340,303
4140,85,2,4,4,3,4,3,5,4,5,5,5,5,5,5,5,5,5,5,3,4,1,2,1,1,2,2,2,3,2,2,3,2,2,1,2,1,1,1,1,1,3,3,3,3,3,1,1,2,1,1,3,4,1,58,55,25,273,299,218
4141,85,2,5,5,4,5,5,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,1,4,4,4,3,4,3,3,3,3,2,3,2,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,1,5,4,94,97,95,418,400,402
4142,85,2,3,3,3,4,4,3,3,3,5,5,5,5,5,5,4,4,4,3,3,3,4,2,3,5,4,5,5,4,5,4,3,3,2,3,2,4,3,2,2,2,2,3,2,2,2,3,3,3,2,4,5,5,100,100,90,644,511,372
4143,85,2,4,3,3,3,4,4,4,4,3,3,4,4,3,3,3,4,2,3,2,1,4,2,2,3,3,4,4,3,3,4,4,3,3,3,2,2,3,2,2,2,2,3,3,2,3,3,3,3,3,4,4,5,97,97,95,468,400,402
4144,85,2,4,5,3,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,4,1,4,4,4,2,2,5,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,82,88,55,343,360,295
4145,85,2,4,4,3,4,4,2,3,3,4,3,3,3,4,4,5,3,2,4,3,4,4,3,3,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,2,2,2,3,2,2,5,4,3,76,64,45,323,313,276
4146,85,2,3,3,2,3,3,5,3,5,3,3,3,3,3,5,3,3,3,2,2,2,1,1,2,2,2,3,3,1,4,3,2,2,2,2,2,1,2,2,1,2,2,2,2,2,3,3,3,3,3,5,4,5,68,64,75,299,313,330
4147,85,2,4,4,3,4,4,3,3,3,3,3,3,3,1,5,2,3,4,3,3,3,1,3,3,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,2,5,5,5,90,85,70,370,352,321
4148,85,2,5,4,4,4,4,3,4,3,3,4,4,4,4,4,3,3,3,3,4,2,4,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,5,5,5,88,67,90,370,318,372
4149,85,2,5,5,5,5,5,4,4,4,4,4,4,4,5,5,4,4,4,4,4,3,3,3,3,4,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,94,91,90,418,369,372
4150,85,2,5,4,4,5,4,4,4,3,4,5,5,5,5,5,5,5,4,3,2,2,1,1,1,3,4,4,4,3,5,5,3,3,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,3,5,79,67,85,332,318,354
4151,85,2,5,3,4,3,3,5,3,2,3,4,3,4,5,5,4,4,4,4,3,3,3,3,2,4,4,4,4,2,3,3,3,2,2,3,3,2,3,3,2,2,1,2,2,2,2,1,2,2,2,3,3,3,66,49,40,293,288,266
4152,85,2,4,4,4,4,4,3,4,2,3,4,5,4,5,4,4,5,4,3,3,2,4,2,3,3,4,4,4,4,4,5,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,5,5,5,97,97,90,468,400,372
4153,85,2,5,4,3,5,4,5,4,4,3,3,3,3,3,3,2,2,2,4,4,1,4,4,3,2,3,1,4,3,3,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,54,73,65,266,329,312
4154,85,2,5,4,4,4,4,4,4,4,4,4,5,5,4,5,4,5,4,5,3,3,3,3,3,3,3,4,3,3,4,4,3,3,2,3,2,2,2,3,2,3,3,3,3,3,2,2,3,3,3,4,5,4,70,97,50,307,400,286
4155,85,2,4,4,3,4,4,3,4,3,3,4,4,3,3,4,2,2,2,3,4,4,3,4,3,3,3,3,3,2,3,3,3,3,2,3,2,2,3,3,2,2,2,3,2,2,2,2,3,2,2,2,4,3,57,40,35,273,271,254
4156,85,2,4,3,4,3,3,3,3,3,4,-1,4,4,3,4,4,4,3,4,3,2,4,3,3,3,3,3,3,3,4,3,3,3,3,3,2,2,3,2,2,3,2,3,3,2,2,2,2,2,2,4,5,5,79,76,40,332,334,266
4157,85,2,3,3,3,4,3,4,3,3,5,5,5,5,5,5,5,5,5,4,3,3,3,4,4,4,4,5,4,3,4,5,4,4,4,4,2,2,2,2,2,3,3,3,4,4,4,4,4,3,4,4,4,4,79,88,80,332,360,341
4158,85,2,5,3,4,4,3,4,3,3,4,4,3,3,4,4,4,2,3,2,2,1,3,2,2,1,2,2,3,3,4,4,3,3,2,4,3,3,2,3,3,2,2,2,2,3,2,3,3,2,3,3,4,4,56,82,70,273,346,321
4159,85,2,5,4,5,5,5,5,4,4,5,5,5,5,5,5,3,3,2,5,3,3,3,4,3,3,3,5,3,5,3,4,3,1,1,3,4,4,4,4,4,1,1,1,1,1,2,2,2,3,2,5,3,4,33,31,30,213,246,239
4160,85,2,4,4,4,4,4,4,4,4,4,3,5,5,5,5,5,5,4,3,2,1,4,3,2,2,4,4,1,5,4,4,3,3,3,3,4,4,4,4,4,1,1,1,1,1,3,3,3,3,3,5,1,3,55,28,40,266,233,266
4161,85,2,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,4,4,4,3,5,1,1,1,1,3,4,5,3,4,4,3,3,3,3,3,2,2,2,2,3,3,3,3,3,2,2,3,2,3,4,5,4,58,73,70,279,329,321
4162,85,2,5,5,4,5,5,4,5,4,5,5,5,5,5,5,5,5,4,3,4,4,1,3,2,3,2,3,4,3,3,4,3,3,3,3,2,2,2,2,2,3,2,3,3,3,2,2,2,3,3,5,5,3,94,97,90,418,400,372
4163,85,2,4,4,3,5,4,4,4,3,5,5,5,5,4,5,5,4,3,4,5,4,1,3,2,3,3,2,5,4,4,4,3,3,3,3,3,3,3,3,3,2,1,2,2,2,3,2,2,3,3,4,3,4,79,79,85,332,340,354
4164,85,2,5,4,4,5,4,4,4,4,4,4,5,5,5,4,5,5,5,2,2,2,2,2,1,4,4,4,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,4,82,88,90,343,360,372
4165,85,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,4,4,5,5,5,5,5,2,3,2,3,2,2,3,3,3,2,2,3,3,3,2,3,3,3,3,5,5,5,82,94,85,343,381,354
4166,85,2,5,5,5,5,5,5,5,2,-1,4,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,86,97,95,355,400,402
4167,85,2,5,3,4,5,4,3,3,2,3,5,5,5,4,5,3,3,4,4,5,3,2,3,3,3,3,3,3,2,5,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,4,3,3,62,43,40,286,277,266
4168,85,2,5,3,3,4,4,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,3,3,4,3,4,4,2,3,2,3,3,3,3,2,2,2,2,3,3,2,2,2,3,3,2,3,4,4,85,76,85,355,334,354
4169,85,2,5,3,3,4,4,3,-1,2,4,4,4,3,3,4,4,4,2,-1,2,3,3,3,3,3,4,3,3,3,5,4,2,3,3,3,2,2,3,3,2,3,3,3,3,2,2,2,3,3,2,5,5,4,83,91,75,343,369,330
4170,85,2,4,3,3,4,3,4,3,3,3,3,3,4,3,3,2,2,2,4,2,1,1,2,2,2,3,3,3,1,2,3,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,3,2,3,85,67,60,355,318,303
4171,85,2,5,4,4,5,4,3,4,3,4,4,5,4,5,5,4,3,2,3,3,3,3,3,3,3,4,3,3,2,3,4,2,3,3,3,2,2,3,3,2,2,2,3,2,2,3,2,3,3,2,3,4,3,49,61,60,253,308,303
4172,85,2,4,3,3,3,4,4,3,3,3,4,4,4,3,3,4,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,2,3,2,3,3,3,2,2,2,2,2,2,2,2,3,2,2,3,2,3,2,3,57,49,35,273,288,254
4173,85,2,5,4,5,5,5,5,4,5,5,5,5,5,4,5,4,4,3,2,3,3,4,3,3,3,4,3,3,4,5,4,3,3,2,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,4,4,5,73,73,55,315,329,295
4174,85,2,4,3,3,3,4,3,5,2,4,3,3,3,3,4,3,2,3,4,2,3,4,2,1,3,4,4,3,4,5,4,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,77,85,90,323,352,372
4175,85,2,4,3,2,5,3,4,2,5,4,5,5,5,5,3,2,1,2,3,3,3,3,4,1,1,4,3,5,5,5,3,3,2,2,3,2,3,2,2,3,4,4,4,4,4,2,2,2,2,3,3,5,5,73,79,70,315,340,321
4176,85,2,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,3,2,2,1,3,3,5,5,3,5,5,5,5,3,3,3,3,4,4,4,4,4,2,2,3,3,3,4,3,3,3,3,5,5,5,-1,19,45,-1,151,276
4177,85,2,4,4,4,3,4,4,4,5,5,4,4,4,5,4,4,3,3,4,4,3,5,4,3,5,5,4,4,3,3,4,4,4,3,4,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,5,5,5,85,100,85,355,511,354
4178,85,2,4,4,4,5,3,3,3,3,3,4,5,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,2,2,2,2,3,4,4,3,70,52,50,307,294,286
4179,85,2,4,4,3,4,4,4,3,3,4,4,5,4,5,4,4,3,3,3,3,3,2,3,3,3,4,4,4,3,4,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,5,5,5,88,91,95,370,369,402
4180,85,2,4,4,4,5,4,5,4,5,5,5,4,4,5,5,3,4,5,5,5,3,2,4,4,5,3,5,5,5,5,4,4,4,3,4,4,4,4,4,3,3,3,4,4,4,3,3,4,4,3,2,5,5,85,82,85,355,346,354
4181,85,2,5,5,4,4,5,4,4,2,4,3,4,3,3,4,3,3,3,3,4,3,4,5,3,5,4,5,5,5,4,4,3,3,3,4,3,3,3,3,3,4,4,4,4,4,3,3,3,3,2,4,5,3,88,100,80,370,511,341
4182,86,2,5,3,4,3,3,5,4,5,5,5,5,4,5,5,5,3,2,2,2,1,1,3,2,3,2,2,2,5,3,4,3,2,3,3,2,2,2,2,2,3,2,3,3,3,2,2,3,2,3,5,5,5,86,94,80,355,381,341
4183,86,2,5,4,4,5,4,4,4,4,4,4,5,5,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,5,4,3,88,64,60,370,313,303
4184,86,1,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,4,4,4,4,4,5,65,64,65,293,313,312
4185,86,1,4,4,3,3,3,2,3,2,4,4,4,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,62,43,60,286,277,303
4186,86,2,4,3,3,4,3,3,3,3,4,5,4,4,4,4,4,4,3,2,3,1,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,3,3,3,2,2,2,2,2,2,5,4,4,76,82,60,323,346,303
4187,86,2,5,4,3,4,3,3,3,4,5,4,4,5,5,4,4,4,3,2,3,2,3,2,3,3,3,3,3,2,4,3,3,3,3,3,3,3,2,2,3,3,2,2,3,3,2,2,2,3,3,5,5,5,75,73,80,315,329,341
4188,86,2,5,4,4,5,4,4,4,4,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,2,3,2,3,3,4,4,3,3,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,51,43,20,260,277,179
4189,86,2,5,4,5,4,4,3,3,3,3,4,5,5,5,3,3,3,5,3,1,1,1,1,1,4,5,5,3,3,5,5,3,3,1,3,3,3,1,2,3,3,3,4,3,3,1,1,1,1,1,5,5,3,84,100,80,343,511,341
4190,86,1,5,3,3,3,3,3,3,4,4,4,4,5,3,3,4,4,3,3,3,3,4,3,3,2,3,4,3,4,3,4,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,4,4,5,57,76,55,273,334,295
4191,86,1,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,4,4,4,5,5,4,5,4,5,4,5,4,5,4,4,3,4,4,4,4,4,4,3,4,3,2,2,4,4,4,4,4,4,3,5,91,82,70,390,346,321
4192,86,1,4,3,4,4,3,4,3,2,4,2,2,3,2,2,3,2,1,3,4,2,2,2,3,3,4,2,2,3,4,3,3,3,2,3,2,2,1,2,3,4,3,4,4,3,2,2,1,2,3,3,5,1,46,43,40,253,277,266
4193,86,1,4,4,3,3,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,3,2,2,3,3,3,4,3,4,3,3,3,3,3,3,2,2,3,2,2,3,2,3,2,2,2,2,3,2,5,4,5,88,97,95,370,400,402
4194,86,1,5,5,5,5,5,5,4,4,1,3,3,2,2,2,2,1,2,3,5,3,4,5,2,5,5,2,5,1,5,3,4,3,2,4,3,3,3,1,4,2,3,2,3,3,4,4,3,4,4,1,1,5,47,52,70,253,294,321
4195,86,1,5,5,4,4,4,4,4,4,5,5,4,4,3,3,3,3,2,3,2,3,3,3,4,4,2,2,5,5,5,5,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,4,3,3,3,1,2,1,54,55,70,266,299,321
4196,86,1,4,4,4,4,3,3,3,4,4,4,4,4,4,4,2,4,3,3,5,5,5,5,5,1,1,1,1,1,5,3,4,1,1,1,3,2,2,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,64,34,35,293,255,254
4197,86,1,5,5,4,5,5,5,3,4,5,4,4,2,4,3,2,1,1,2,2,1,1,2,2,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,5,5,5,68,67,80,299,318,341
4198,86,2,5,4,4,5,4,3,3,2,4,5,5,5,5,5,5,4,5,2,3,2,1,2,1,2,2,3,3,2,4,2,3,4,3,3,2,2,2,2,2,3,3,2,2,3,3,3,2,2,3,5,5,5,94,94,95,418,381,402
4199,86,2,4,4,3,4,4,4,4,4,4,5,4,4,3,4,3,3,4,2,3,2,2,3,3,3,3,4,4,4,4,3,3,3,2,3,3,2,3,2,3,3,3,2,3,3,2,2,2,2,2,5,4,4,85,94,85,355,381,354
4200,86,2,3,3,3,3,3,3,3,3,5,4,4,4,5,5,4,4,3,2,2,2,2,2,2,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,61,49,65,286,288,312
4201,86,1,3,4,3,3,3,3,3,3,4,4,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,4,78,61,80,323,308,341
4202,86,2,5,4,5,5,4,5,4,5,5,5,5,5,5,5,4,4,3,3,2,3,2,3,3,4,2,2,4,4,2,4,2,3,3,3,3,2,3,3,3,2,2,2,3,3,3,3,3,3,3,5,4,4,91,91,90,390,369,372
4203,86,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4204,86,2,5,4,4,5,4,4,4,4,4,5,5,4,4,4,5,4,4,3,2,1,5,3,3,4,3,3,4,4,3,3,3,3,2,2,3,3,3,3,3,2,2,2,2,2,3,3,3,4,4,5,5,5,77,73,100,323,329,519
4205,86,1,4,4,3,4,2,2,3,2,5,5,5,5,5,5,5,5,5,2,5,2,3,2,3,4,3,4,4,4,3,4,3,3,3,3,4,4,4,3,3,3,2,2,2,3,3,3,4,4,3,5,4,5,91,82,75,390,346,330
4206,86,2,4,4,3,4,4,3,3,3,5,5,5,5,4,5,5,5,4,4,3,3,3,3,3,3,4,4,4,2,3,4,3,3,2,3,3,3,3,2,3,2,2,2,2,2,2,2,3,3,3,4,4,5,71,61,90,307,308,372
4207,86,1,5,4,4,5,4,2,5,3,4,3,3,4,3,4,4,3,3,2,1,1,1,1,1,3,5,4,3,4,5,4,3,2,2,2,3,2,3,2,3,3,3,3,4,3,3,3,2,3,3,5,5,5,82,100,90,343,511,372
4208,86,2,5,3,3,5,4,2,3,2,4,5,5,4,5,5,4,4,2,4,3,3,1,2,2,4,3,3,5,4,4,4,3,3,2,3,2,2,3,3,4,4,4,4,4,4,3,3,4,3,4,4,5,5,88,97,95,370,400,402
4209,86,2,3,3,2,3,3,2,3,1,3,4,4,3,3,4,3,4,3,3,3,2,2,3,3,4,4,4,5,2,3,4,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,5,4,89,94,90,370,381,372
4210,86,2,5,5,4,4,5,4,5,4,4,3,4,3,3,3,3,3,3,4,4,3,3,4,4,3,4,4,4,3,3,3,2,2,2,3,2,2,3,3,2,3,3,3,3,3,2,2,3,2,2,4,5,3,83,88,45,343,360,276
4211,86,2,5,5,4,5,5,5,5,5,5,5,5,5,5,5,3,3,2,3,2,1,1,3,2,3,3,4,4,2,1,3,3,4,3,3,2,2,3,3,3,2,2,3,3,3,3,3,4,3,3,5,4,5,94,91,90,418,369,372
4212,86,1,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,-1,2,3,2,2,3,3,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,3,4,3,4,4,4,4,4,5,5,5,91,85,90,390,352,372
4213,86,1,5,4,4,5,5,5,5,5,5,5,5,5,5,5,3,4,2,3,1,1,4,3,2,2,2,4,5,4,4,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,5,5,5,79,94,95,332,381,402
4214,86,1,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,2,5,5,5,4,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,5,5,5,94,97,90,418,400,372
4215,86,2,4,4,4,5,4,3,4,3,5,5,5,5,4,5,4,5,3,3,4,2,2,3,3,4,4,4,3,3,4,4,3,3,2,3,3,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,5,88,97,100,370,400,519
4216,86,2,4,3,3,4,3,3,3,3,4,4,4,4,4,3,3,3,3,3,4,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,3,3,3,2,2,2,3,2,53,64,35,266,313,254
4217,86,1,4,4,4,4,3,3,3,4,3,3,4,4,4,4,4,4,2,4,4,3,2,2,2,4,4,4,4,2,4,4,3,3,3,3,3,3,3,2,2,4,4,4,4,4,3,2,3,3,3,5,5,5,88,94,100,370,381,519
4218,86,2,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,3,4,3,3,5,3,3,3,4,3,4,2,5,4,4,2,2,3,4,3,4,4,3,4,3,4,3,3,4,2,4,3,3,4,4,4,80,76,90,332,334,372
4219,86,1,2,2,2,2,3,3,3,2,4,5,5,5,3,5,5,5,4,3,3,3,1,3,3,3,3,2,4,3,3,3,3,3,2,3,2,1,2,2,3,3,2,3,2,3,4,4,3,4,4,2,4,5,82,94,90,343,381,372
4220,86,1,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,3,4,3,5,4,4,5,5,5,3,3,2,4,2,2,3,3,2,4,3,3,4,3,4,4,3,4,4,5,5,5,67,64,75,299,313,330
4221,86,2,4,3,3,4,3,2,2,1,4,4,5,5,4,4,5,5,5,2,1,1,1,1,1,1,3,3,3,3,3,2,3,3,2,3,4,4,4,4,4,3,2,4,2,2,1,2,4,1,1,5,3,4,94,91,60,418,369,303
4222,86,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4223,86,1,5,4,5,5,3,4,4,5,1,1,1,1,3,2,1,1,1,4,3,3,5,3,3,4,4,4,4,5,5,5,3,3,2,4,4,4,3,3,3,2,2,2,2,2,2,2,3,3,2,2,1,5,60,67,75,279,318,330
4224,86,1,5,3,5,5,4,5,3,2,3,4,3,3,3,3,3,3,3,2,3,2,2,2,2,3,3,4,4,4,2,2,4,3,3,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,1,3,5,94,64,90,418,313,372
4225,86,1,4,4,2,3,4,3,2,3,5,5,5,5,5,5,5,4,5,1,2,2,2,2,2,4,3,3,3,1,3,2,3,2,2,2,3,2,2,2,2,3,3,3,3,3,2,2,3,2,2,-1,-1,-1,52,70,50,260,323,286
4226,86,1,4,4,4,5,5,4,4,3,4,5,4,5,3,4,4,5,5,5,3,3,4,4,4,5,5,5,3,5,-1,5,3,3,3,3,2,2,2,3,2,4,3,3,3,3,3,4,4,4,4,4,5,5,48,67,95,253,318,402
4227,86,2,5,4,5,5,3,5,3,5,2,3,3,3,4,4,2,5,2,3,3,1,3,2,3,4,4,2,4,5,3,4,3,4,2,3,3,3,3,3,3,2,2,2,2,2,3,2,3,2,3,5,5,5,82,88,95,343,360,402
4228,86,1,5,4,4,5,4,4,4,5,4,4,4,4,4,5,5,4,3,3,3,3,3,3,3,4,4,4,5,4,5,4,3,3,3,3,2,2,3,2,3,3,3,2,3,3,3,3,3,3,2,4,3,4,88,97,95,370,400,402
4229,86,2,5,4,5,5,4,4,4,5,5,5,5,5,4,5,4,4,3,3,2,2,5,2,2,3,4,3,3,4,4,4,3,4,2,4,3,3,4,3,3,2,2,2,2,2,2,2,2,2,2,4,3,3,85,82,100,355,346,519
4230,86,2,5,3,4,4,3,3,3,2,5,5,5,5,3,5,5,5,3,3,3,2,4,4,3,3,3,4,4,3,4,4,3,3,2,3,3,2,3,2,2,3,2,3,3,2,3,2,3,3,3,4,5,5,82,91,75,343,369,330
4231,86,2,4,4,3,4,4,2,3,2,5,5,5,5,5,4,4,4,3,2,3,3,4,4,3,3,3,3,4,3,4,3,3,3,3,3,2,2,2,1,2,3,3,3,2,3,3,3,3,2,3,4,5,5,85,91,90,355,369,372
4232,86,1,4,3,3,4,5,3,3,3,3,4,3,3,4,4,3,2,2,3,3,3,2,2,2,2,3,2,3,3,3,2,3,2,2,3,2,2,3,2,2,2,2,3,3,4,3,3,3,3,3,4,5,5,59,70,65,279,323,312
4233,86,1,3,3,3,3,3,2,2,1,3,3,3,2,3,-1,2,2,2,1,2,2,1,2,2,3,3,3,4,-1,4,4,3,3,2,3,2,2,2,2,2,2,2,2,2,1,3,3,3,3,2,4,4,5,70,79,75,307,340,330
4234,86,1,3,3,3,4,3,3,3,4,5,3,5,5,2,4,4,5,5,1,3,3,1,2,1,1,3,3,3,1,5,3,4,4,3,4,4,4,4,4,4,1,1,2,1,1,3,3,4,3,3,5,3,4,79,28,35,332,233,254
4235,87,1,5,4,4,4,3,3,3,3,3,5,5,4,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,5,4,5,76,64,65,323,313,312
4236,87,1,4,4,5,3,4,3,5,3,5,5,5,5,5,5,4,4,4,2,3,2,1,2,1,4,3,3,3,3,3,3,3,4,3,4,3,4,4,4,4,3,3,3,4,3,3,3,2,4,3,5,5,5,68,85,95,299,352,402
4237,87,1,3,3,3,3,4,3,4,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,5,5,5,91,82,100,390,346,519
4238,87,1,5,5,5,5,4,5,3,3,3,4,4,4,4,4,3,4,3,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,4,4,4,4,3,3,2,2,3,3,5,4,68,64,35,299,313,254
4239,87,1,4,4,3,4,3,3,3,2,3,3,3,4,3,4,3,3,3,3,4,3,3,3,3,4,3,3,3,2,3,3,4,3,2,3,2,2,1,2,2,3,3,4,4,4,3,3,4,4,4,3,5,5,77,88,90,323,360,372
4240,87,1,4,3,4,4,3,4,3,4,3,4,3,3,4,4,4,4,3,4,2,4,5,3,3,4,4,3,3,3,4,4,3,3,2,3,3,3,3,2,3,2,2,2,2,3,4,3,3,3,3,4,3,5,47,46,60,253,283,303
