SID,SCHID,GENDER,Y2S2_1,Y2S2_2,Y2S2_3,Y2S2_4,Y2S2_5,Y2S2_6,Y2S2_7,Y2S2_8,Y2S2_9,Y2S2_10,Y2S2_11,Y2S2_12,Y2S2_13,Y2S2_14,Y2S2_15,Y2S2_16,Y2S2_17,Y2S2_18,Y2S2_19,Y2S2_20,Y2S2_21,Y2S2_22,Y2S2_23,Y2S2_24,Y2S2_25,Y2S2_26,Y2S2_27,Y2S2_28,Y2S2_29,Y2S2_30,Y2L3_1,Y2L3_2,Y2L3_3,Y2L3_4,Y2L6_15,Y2L6_16,Y2L6_17,Y2L6_18,Y2L6_19,Y2L6_5,Y2L6_6,Y2L6_7,Y2L6_8,Y2L6_9,Y2L6_10,Y2L6_11,Y2L6_12,Y2L6_13,Y2L6_14,Y2S36_1,Y2S36_2,Y2S36_3,Y2KOR_S,Y2ENG_S,Y2MAT_S,Y2KOR_V,Y2ENG_V,Y2MAT_V
5962,128,1,5,4,3,4,2,3,3,3,5,5,4,4,4,4,4,5,2,3,2,4,4,2,2,5,4,4,2,4,1,4,3,4,4,3,3,3,4,4,4,4,4,4,4,4,1,1,1,1,1,4,2,4,48,34,40,360,356,386
5963,128,1,4,4,3,3,4,4,3,1,2,3,3,2,3,3,3,1,1,3,3,2,1,2,2,5,1,2,5,1,1,3,3,4,3,3,3,3,3,3,3,3,3,3,2,2,4,3,3,2,3,5,4,5,76,91,75,443,486,447
5964,128,1,5,4,4,5,5,5,5,4,5,5,5,5,5,5,4,4,4,3,3,2,3,3,4,2,3,3,5,3,3,3,3,3,2,3,3,3,2,3,3,3,2,3,2,3,2,2,2,2,2,3,3,3,34,55,30,315,407,358
5965,128,1,4,4,4,5,4,2,3,3,4,5,4,4,5,4,4,3,4,2,2,3,3,3,3,5,4,4,5,4,3,3,3,3,3,3,2,2,3,3,3,3,3,4,4,4,3,3,3,3,3,5,4,5,85,85,75,483,465,447
5966,128,1,5,5,3,5,4,3,3,2,5,4,5,4,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,3,3,3,67,58,60,415,412,423
5967,128,1,3,3,4,2,1,3,2,3,5,5,5,5,4,4,5,5,3,4,4,4,4,3,2,2,3,4,3,3,2,4,3,3,2,3,3,2,3,2,3,3,3,4,4,3,1,1,3,2,2,4,4,5,41,46,55,335,389,415
5968,128,1,5,3,3,3,3,5,4,5,5,3,4,4,4,4,4,4,2,5,3,2,5,3,3,3,3,4,4,3,4,3,2,3,2,4,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,5,3,3,41,52,35,344,401,374
5969,128,1,3,3,3,3,3,3,3,3,3,5,4,5,4,5,4,5,4,2,3,2,2,3,3,3,4,4,4,3,3,3,4,2,2,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,3,5,5,5,77,82,55,443,458,415
5970,128,1,5,5,5,5,5,5,4,5,5,4,4,4,5,5,4,3,3,5,3,4,3,3,3,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,77,73,65,443,439,431
5971,128,1,5,5,4,5,4,3,4,5,4,4,3,5,4,4,3,5,2,3,4,3,5,3,3,2,5,5,2,3,5,4,3,2,2,1,3,3,2,2,3,2,2,2,3,2,1,2,2,2,2,1,1,1,37,46,15,326,389,288
5972,128,1,3,3,2,3,4,4,3,4,3,5,5,3,5,5,4,5,3,2,2,2,1,2,2,4,4,4,4,2,3,3,4,4,4,3,4,3,3,3,3,3,3,4,2,3,3,4,3,2,3,5,5,5,60,70,90,391,434,480
5973,128,1,3,3,4,5,4,3,3,3,3,5,5,5,2,3,3,3,3,5,5,5,3,2,1,3,3,4,5,3,3,4,4,3,3,3,2,2,2,2,2,2,2,3,3,2,3,3,2,2,2,3,3,3,48,91,40,360,486,386
5974,128,1,4,4,5,4,4,5,4,4,5,5,5,4,5,5,5,4,3,3,4,3,3,3,3,4,4,4,4,4,4,4,3,2,3,3,3,3,3,4,3,3,3,3,3,3,4,4,4,4,4,5,5,5,83,91,75,467,486,447
5975,128,1,3,3,2,2,3,2,2,3,3,3,5,2,3,4,3,2,2,1,3,2,2,2,1,2,3,2,2,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,4,2,58,58,40,383,412,386
5976,128,1,4,4,4,4,5,3,3,3,4,4,4,4,5,4,3,3,2,3,4,3,3,3,3,3,4,4,4,4,5,4,3,3,3,4,2,2,4,2,2,3,3,4,4,4,2,2,4,2,3,4,4,5,34,55,50,315,407,406
5977,128,1,4,4,3,3,4,5,3,2,4,4,3,4,3,4,3,4,2,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,2,3,3,2,2,2,2,3,3,3,3,2,2,2,2,2,2,4,1,4,48,49,40,360,395,386
5978,128,1,4,4,5,4,5,3,4,3,3,4,4,4,5,5,5,5,4,3,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,5,3,5,58,13,65,391,264,431
5979,128,1,4,4,4,4,4,3,4,3,4,5,5,4,4,4,4,4,2,4,4,3,4,4,3,4,4,3,5,3,4,4,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,2,3,3,3,5,4,5,71,73,75,424,439,447
5980,128,1,4,4,4,5,5,4,2,3,5,5,5,5,5,5,5,5,3,4,4,4,3,4,4,4,4,4,4,4,4,5,3,3,3,4,3,3,4,4,3,3,3,3,3,3,3,3,2,3,3,5,5,5,45,88,70,352,475,439
5981,128,1,4,3,2,4,4,2,3,2,3,3,2,3,2,4,3,2,2,2,3,2,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,2,3,4,5,55,61,65,383,418,431
5982,128,1,5,4,5,5,5,5,5,4,4,4,4,5,5,5,5,5,3,3,3,2,4,3,3,2,5,2,4,2,5,5,3,2,2,3,3,2,3,3,3,2,2,3,3,2,2,3,3,2,2,3,3,3,41,37,50,344,366,406
5983,128,1,4,4,4,4,3,3,4,3,4,3,5,5,5,5,5,5,4,4,3,3,4,3,3,3,3,3,3,3,5,4,3,2,3,3,2,2,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,45,52,40,352,401,386
5984,128,1,2,3,2,3,4,1,2,3,3,4,3,3,3,2,1,2,2,3,3,3,2,2,4,3,3,4,4,2,2,3,2,4,3,3,3,3,3,2,3,3,2,3,4,3,2,2,3,3,2,4,4,5,64,76,90,407,445,480
5985,128,1,3,3,3,3,3,3,3,2,3,3,4,3,2,4,3,4,3,3,3,2,2,3,2,3,3,3,4,3,4,4,3,3,3,3,3,3,3,2,2,3,3,3,3,2,3,2,2,2,2,4,3,3,51,70,90,368,434,480
5986,128,1,5,4,3,4,4,4,4,3,5,4,4,3,4,4,3,4,3,4,3,3,3,3,3,2,2,3,3,2,3,2,3,2,2,3,2,2,1,2,2,3,3,2,2,2,2,2,2,2,2,4,5,5,38,46,65,335,389,431
5987,128,1,4,3,3,4,3,3,3,2,4,3,4,4,4,4,4,4,3,3,2,2,2,2,2,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,4,4,3,80,100,75,455,683,447
5988,128,1,4,4,4,4,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,85,76,50,483,445,406
5989,128,1,4,4,4,4,4,4,3,5,5,5,5,5,5,5,5,5,5,4,5,5,3,1,1,1,1,1,3,2,5,5,3,3,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,31,40,30,303,374,358
5990,128,1,5,5,4,5,3,4,4,4,5,5,4,4,3,5,2,3,4,4,4,4,3,2,3,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,3,2,2,3,3,3,2,2,2,2,2,4,2,4,62,85,60,399,465,423
5991,128,1,4,4,4,5,4,4,4,1,4,4,4,4,4,4,3,3,3,4,2,4,5,3,2,2,2,4,4,3,4,3,4,4,3,4,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,5,3,5,52,52,60,376,401,423
5992,128,1,5,5,4,5,3,3,3,3,3,4,4,4,2,4,3,3,2,2,3,1,3,3,2,3,3,3,3,2,4,3,3,3,2,3,3,3,2,2,3,3,3,2,2,3,2,2,3,2,2,3,3,3,51,34,55,368,356,415
5993,128,1,5,4,3,5,4,3,4,4,5,3,5,5,3,5,4,5,5,2,3,2,2,3,3,2,4,3,2,2,4,5,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,4,4,4,56,85,65,383,465,431
5994,128,1,4,3,3,3,2,3,3,4,4,5,5,4,3,5,3,4,3,4,1,2,3,2,1,5,1,1,3,1,2,3,4,4,4,4,3,3,3,3,3,4,4,4,4,4,2,2,2,2,2,5,4,5,60,37,50,391,366,406
5995,128,1,4,4,4,5,4,5,4,2,4,5,5,5,5,5,4,5,3,2,3,2,2,2,2,4,4,3,5,3,4,4,3,4,3,2,3,3,3,2,3,3,3,3,4,3,2,3,2,2,2,5,4,3,82,64,80,467,423,456
5996,128,1,3,3,4,4,4,4,3,3,3,4,4,4,5,5,4,3,4,2,4,4,3,3,3,4,4,3,3,1,4,4,3,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,3,3,3,5,5,5,61,94,95,399,503,500
5997,129,2,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,1,2,4,4,3,2,3,3,4,3,3,3,3,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,72,52,35,424,401,374
5998,129,2,4,4,3,4,4,3,3,3,4,5,5,5,5,5,3,4,3,4,4,4,3,2,2,2,3,3,3,3,3,4,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,70,55,35,415,407,374
5999,129,2,4,3,3,4,3,3,4,3,3,5,4,4,4,4,3,3,4,3,3,2,3,3,3,3,3,3,5,3,4,3,3,3,3,3,2,2,2,2,3,2,2,2,2,3,2,2,3,2,2,2,1,1,55,40,30,383,374,358
6000,129,2,4,4,4,5,5,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,3,3,3,2,2,3,1,2,2,2,2,1,2,2,2,2,3,2,3,3,3,80,64,30,455,423,358
6001,129,2,5,4,5,4,4,2,3,2,5,4,4,4,5,5,3,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,52,40,35,368,374,374
6002,129,2,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,2,3,5,5,5,82,73,60,467,439,423
6003,129,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,2,2,2,4,3,3,74,49,35,433,395,374
6004,129,2,1,3,2,5,4,4,4,3,3,5,5,5,5,5,5,5,5,3,3,5,1,5,5,1,3,1,5,1,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,50,22,10,368,275,288
6005,129,2,4,4,4,4,4,3,4,4,5,5,5,5,5,4,5,4,5,3,3,2,3,3,3,2,2,2,1,1,3,2,4,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,3,2,1,-1,-1,-1,65,58,30,407,412,358
6006,129,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,19,35,326,264,374
6007,129,1,5,4,3,5,3,5,3,5,3,3,3,4,4,3,3,3,3,4,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,2,3,3,2,2,2,-1,-1,-1,68,25,10,415,311,288
6008,129,1,2,2,4,4,4,5,4,3,4,3,5,3,4,4,4,4,4,2,2,2,2,2,2,4,4,4,3,2,5,3,4,4,4,4,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,4,4,4,56,43,50,383,382,406
6009,129,1,5,4,4,5,3,3,4,5,5,5,5,5,5,3,4,5,3,3,4,4,3,3,3,3,5,4,3,3,5,5,3,3,3,3,2,3,2,2,2,3,2,3,3,2,2,2,3,3,4,3,3,3,34,13,20,315,264,289
6010,129,1,5,3,3,5,3,3,3,3,4,5,4,4,4,4,3,4,3,5,5,4,3,4,3,3,4,3,3,3,5,4,3,3,3,3,2,2,2,2,2,3,3,3,3,3,2,2,2,3,2,4,4,5,62,28,50,399,330,406
6011,129,1,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3,1,2,3,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,4,1,1,35,28,10,326,330,288
6012,129,1,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,5,5,4,4,4,4,4,4,4,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,58,58,60,383,412,423
6013,129,1,5,4,3,4,4,4,4,4,4,4,4,3,4,5,3,3,3,3,4,3,1,3,4,3,3,2,3,3,4,3,3,3,2,3,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,3,3,3,59,64,35,391,423,374
6014,129,1,5,4,4,5,3,3,3,2,3,4,3,4,3,3,3,4,4,3,4,1,4,3,3,2,3,3,3,3,4,1,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,29,25,5,303,311,288
6015,129,1,5,5,4,5,3,5,4,5,5,3,5,4,5,2,4,5,4,5,5,5,4,5,3,3,3,4,3,5,1,4,4,3,3,4,3,3,2,2,2,2,2,2,3,4,2,2,2,2,2,3,4,2,23,13,15,241,264,288
6016,129,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,3,1,5,1,3,5,5,5,3,1,5,4,5,1,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,41,16,25,344,264,335
6017,129,1,3,4,5,4,4,3,5,5,5,5,5,5,4,5,5,5,5,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,3,3,3,40,25,30,335,311,358
6018,129,1,4,3,3,4,4,3,3,3,3,3,3,4,4,3,2,3,2,3,3,3,3,3,2,2,3,3,4,2,4,4,3,2,2,3,3,2,3,-1,-1,2,2,3,2,2,2,3,3,2,3,-1,-1,-1,47,28,15,352,330,288
6019,129,1,4,4,3,4,4,4,3,3,5,4,4,5,4,4,4,4,4,5,4,4,5,3,3,2,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,4,4,4,59,34,20,391,356,289
6020,130,1,5,4,5,5,4,5,3,4,4,3,3,5,4,4,5,4,4,3,3,2,2,3,3,3,4,3,3,3,3,3,3,2,3,3,3,4,4,4,4,3,4,3,2,3,2,3,4,4,4,4,4,4,38,28,25,335,330,335
6021,130,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,3,5,4,4,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,4,3,4,4,3,4,5,61,85,55,391,465,415
6022,130,1,4,4,4,3,3,3,3,3,5,5,3,5,4,3,4,3,3,4,3,3,3,4,4,1,1,2,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,21,25,10,241,311,288
6023,130,1,5,3,3,5,3,3,3,3,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,2,3,2,2,2,2,2,4,3,4,28,43,40,288,382,386
6024,130,1,5,4,4,4,4,5,4,5,5,4,4,3,5,3,3,3,2,4,4,4,4,4,4,5,4,3,5,5,4,4,4,3,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,79,79,85,443,451,467
6025,130,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6026,130,1,4,4,3,5,3,2,4,3,3,3,3,3,3,3,3,4,2,2,3,3,3,3,3,3,2,2,3,1,2,3,3,3,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,4,57,19,55,383,264,415
6027,130,1,4,3,3,4,4,3,3,3,3,3,3,3,4,4,3,3,3,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,3,3,3,2,3,3,2,2,2,3,4,4,4,58,40,55,391,374,415
6028,130,1,5,5,5,5,4,4,4,4,5,5,5,5,5,5,4,5,5,5,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,5,3,5,33,25,20,303,311,289
6029,130,1,5,5,4,5,4,3,3,2,3,5,4,5,5,5,4,5,4,3,3,2,1,2,2,3,2,3,4,3,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,-1,-1,-1,42,25,25,344,311,335
6030,130,1,3,2,3,3,3,2,2,2,2,2,2,2,3,3,2,3,3,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,42,28,40,344,330,386
6031,130,1,5,3,4,4,4,5,3,5,5,5,5,5,5,5,4,5,4,3,3,3,5,4,3,4,4,3,4,3,3,3,3,4,4,4,3,3,4,4,2,3,3,4,4,4,2,2,4,4,3,-1,-1,-1,56,85,80,383,465,456
6032,130,1,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,2,2,2,2,3,3,3,70,91,80,424,486,456
6033,130,1,4,4,3,3,3,4,3,3,3,5,5,5,5,5,5,5,4,2,2,3,5,4,2,3,3,3,2,3,3,4,3,2,2,3,3,4,4,3,3,3,3,2,3,2,3,2,2,2,2,-1,-1,-1,48,34,40,360,356,386
6034,130,1,5,5,5,4,4,3,4,3,5,4,5,5,5,2,2,1,1,5,3,3,4,4,4,4,3,5,3,3,3,5,4,3,3,4,4,4,4,4,4,3,3,4,3,3,2,2,2,2,3,5,2,5,48,40,35,360,374,374
6035,130,1,5,5,5,5,4,5,5,5,4,4,5,5,4,4,3,3,1,4,4,1,4,4,4,4,4,4,4,4,2,2,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,20,22,30,241,275,358
6036,130,1,4,4,4,5,4,4,4,3,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,3,3,2,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,4,2,3,63,34,55,399,356,415
6037,130,1,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,3,4,3,2,2,3,4,4,3,3,4,4,3,3,3,2,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,4,4,4,80,34,40,455,356,386
6038,130,1,2,3,4,3,5,4,3,2,3,-1,2,4,3,5,4,3,2,4,4,3,3,3,4,1,2,-1,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,28,25,15,288,311,288
6039,130,1,3,3,3,2,1,3,3,1,1,5,5,5,5,5,5,5,4,3,4,3,1,1,1,5,3,2,1,2,1,3,2,4,3,4,3,3,3,4,3,3,2,1,1,2,2,2,3,1,3,2,2,2,66,58,35,407,412,374
6040,130,1,5,5,5,5,5,5,5,5,1,3,3,3,3,3,3,3,1,5,1,1,5,5,5,1,1,1,5,1,1,5,3,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,47,31,30,360,344,358
6041,130,1,4,4,4,3,4,5,4,4,5,5,5,5,4,5,4,4,3,3,3,3,2,3,3,4,3,3,5,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,3,5,4,5,66,46,40,399,389,386
6042,130,1,5,4,4,4,5,3,4,3,4,4,4,4,3,4,4,4,3,3,3,3,3,3,2,3,3,4,4,3,3,2,2,2,3,3,3,3,2,2,3,2,2,2,2,3,3,3,3,2,3,3,3,2,70,76,85,424,445,467
6043,130,1,5,4,4,5,4,5,4,4,4,5,5,5,5,4,3,5,5,4,4,4,5,5,4,3,4,3,3,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,35,303,344,374
6044,130,1,4,3,3,3,3,3,3,1,5,5,5,5,5,5,5,5,3,3,2,2,2,2,2,2,3,3,3,2,3,2,2,2,2,2,1,1,2,1,1,3,1,2,2,2,1,1,1,1,1,2,1,2,49,22,30,368,275,358
6045,130,1,5,4,3,4,4,4,4,3,5,5,4,4,4,5,5,3,4,4,3,3,3,3,3,3,4,4,3,3,4,4,3,3,2,4,2,3,4,2,2,2,3,4,3,3,3,2,3,3,3,-1,-1,-1,53,46,55,376,389,415
6046,130,1,4,3,3,3,4,5,3,5,5,5,5,4,4,5,4,4,3,4,3,4,3,3,3,4,4,3,5,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,4,4,4,51,61,50,368,418,406
6047,130,1,2,2,2,2,2,2,2,4,2,2,2,5,2,5,2,2,2,3,3,3,1,1,1,5,1,5,5,1,1,1,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,5,54,31,50,376,344,406
6048,130,1,5,5,4,5,5,4,4,3,5,5,5,5,5,4,5,5,5,2,4,2,3,3,3,3,4,4,3,4,5,4,3,2,2,3,3,3,4,4,3,2,2,4,3,-1,2,2,4,3,2,5,4,4,54,22,25,376,275,335
6049,130,1,4,4,4,4,4,4,4,2,3,3,3,3,3,4,3,3,1,2,2,1,2,2,1,2,3,3,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,76,43,40,443,382,386
6050,130,1,5,4,5,5,4,5,4,4,5,5,5,5,5,5,5,5,4,4,4,3,3,3,3,4,4,3,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,4,4,4,80,97,70,455,534,439
6051,130,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,45,25,25,352,311,335
6052,130,1,4,4,3,4,4,4,3,4,3,3,3,3,4,4,3,3,3,1,1,2,3,2,3,2,1,2,2,1,3,3,3,3,4,4,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,44,31,10,352,344,288
6053,130,1,4,4,3,4,4,2,4,1,4,5,3,3,4,4,5,5,2,4,3,3,3,3,3,4,3,4,4,2,3,3,4,3,3,3,3,2,3,3,3,4,3,4,4,3,2,2,3,3,3,5,5,5,67,88,85,415,475,467
6054,130,1,4,3,3,3,3,2,3,3,4,4,3,3,3,2,3,3,3,3,4,2,3,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,25,25,10,269,311,288
6055,130,1,4,4,4,4,4,3,4,4,4,4,3,3,3,2,2,4,4,2,4,1,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,34,31,20,315,344,289
6056,130,1,5,5,4,5,4,4,4,3,4,3,5,4,5,5,5,2,2,2,2,5,3,2,2,3,3,3,4,2,5,5,3,3,2,3,3,3,3,4,3,3,3,3,3,3,2,2,3,3,2,-1,-1,-1,90,82,70,501,458,439
6057,130,1,5,4,4,5,4,4,4,3,4,4,4,4,4,3,4,5,5,5,3,3,3,3,3,3,4,4,5,4,4,4,3,3,3,3,3,4,3,4,4,3,3,3,3,4,2,1,1,1,1,-1,-1,-1,64,28,35,399,330,374
6058,130,1,5,3,3,5,3,3,3,4,3,3,4,4,3,3,3,3,1,5,4,2,4,4,3,3,2,2,4,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,4,2,4,50,28,20,368,330,289
6059,130,1,4,4,4,3,2,2,3,3,4,4,5,5,5,5,5,4,4,3,2,2,4,3,5,3,4,4,5,2,3,3,3,3,2,3,4,4,3,3,3,2,2,2,3,2,4,3,3,2,2,4,3,4,42,34,35,344,356,374
6060,130,1,4,3,3,4,5,4,3,4,5,4,3,4,4,4,5,2,3,3,2,2,2,3,4,3,3,4,4,3,3,4,3,3,3,3,3,3,3,2,3,4,3,3,3,2,4,4,4,3,4,-1,-1,-1,61,76,50,391,445,406
6061,130,1,5,3,4,4,3,4,3,4,4,4,4,4,4,1,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,30,16,30,303,264,358
6062,130,1,4,4,3,4,3,3,3,2,5,4,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,66,85,75,407,465,447
6063,130,1,5,5,4,5,3,3,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,54,49,25,376,395,335
6064,130,1,3,3,3,3,3,3,3,1,5,5,5,5,5,5,5,5,5,3,3,3,2,2,2,3,5,4,5,3,4,5,3,3,3,3,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,-1,-1,-1,75,79,85,433,451,467
6065,130,1,5,3,4,5,3,5,3,4,5,5,5,4,4,5,5,5,4,3,3,3,3,4,3,5,4,3,5,4,3,3,4,4,4,4,-1,-1,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,3,4,54,34,40,376,356,386
6066,130,1,4,4,4,4,4,3,4,4,5,5,5,5,5,5,5,1,3,2,4,4,3,2,2,4,4,3,4,2,5,4,3,3,3,3,3,2,4,3,4,3,3,4,4,3,2,2,4,2,2,4,3,5,66,61,70,407,418,439
6067,130,1,4,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,2,4,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,5,5,5,86,91,70,483,486,439
6068,130,1,4,3,3,4,4,3,3,3,4,2,3,3,4,4,2,5,3,3,4,1,1,1,1,5,4,4,5,4,4,4,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,77,91,100,443,486,637
6069,130,1,3,4,4,4,4,4,4,4,4,3,4,5,5,4,3,2,2,2,5,3,3,4,4,3,5,4,4,4,3,5,3,3,3,2,2,3,3,2,2,2,3,2,3,2,2,3,3,3,2,3,2,4,40,25,40,335,311,386
6070,130,1,4,5,3,3,3,3,5,3,5,5,5,5,5,5,5,5,4,3,4,4,4,3,3,4,3,4,5,3,3,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,66,100,90,407,683,480
