SID,SCHID,GENDER,Y2S2_1,Y2S2_2,Y2S2_3,Y2S2_4,Y2S2_5,Y2S2_6,Y2S2_7,Y2S2_8,Y2S2_9,Y2S2_10,Y2S2_11,Y2S2_12,Y2S2_13,Y2S2_14,Y2S2_15,Y2S2_16,Y2S2_17,Y2S2_18,Y2S2_19,Y2S2_20,Y2S2_21,Y2S2_22,Y2S2_23,Y2S2_24,Y2S2_25,Y2S2_26,Y2S2_27,Y2S2_28,Y2S2_29,Y2S2_30,Y2L3_1,Y2L3_2,Y2L3_3,Y2L3_4,Y2L6_15,Y2L6_16,Y2L6_17,Y2L6_18,Y2L6_19,Y2L6_5,Y2L6_6,Y2L6_7,Y2L6_8,Y2L6_9,Y2L6_10,Y2L6_11,Y2L6_12,Y2L6_13,Y2L6_14,Y2S36_1,Y2S36_2,Y2S36_3,Y2KOR_S,Y2ENG_S,Y2MAT_S,Y2KOR_V,Y2ENG_V,Y2MAT_V
1,1,2,5,4,4,4,4,3,4,3,4,4,4,4,4,4,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,1,4,3,4,62,49,35,399,395,374
2,1,1,4,4,4,4,4,3,3,3,4,4,4,3,3,4,4,4,3,4,2,3,4,2,2,4,2,3,4,3,3,4,3,3,2,3,3,2,3,2,2,3,3,3,3,3,3,2,3,3,3,5,5,5,58,100,90,391,683,480
3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,1,1,4,3,3,3,4,4,4,3,4,5,5,5,5,5,5,5,5,4,5,2,2,3,2,4,4,4,5,3,4,4,3,3,2,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,5,5,5,85,88,80,483,475,456
5,1,1,5,4,4,4,3,4,3,2,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,2,2,3,3,3,3,4,4,4,4,66,55,60,407,407,423
6,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,2,1,1,2,1,1,4,5,5,1,5,5,3,4,2,4,4,4,4,4,4,1,1,1,1,1,4,2,3,4,4,5,5,3,86,64,50,483,423,406
7,1,2,3,3,3,5,4,3,3,3,3,3,4,3,4,4,3,3,1,2,1,1,4,1,2,2,4,3,5,2,4,3,2,3,3,3,4,4,4,4,4,3,3,3,3,3,2,2,1,2,2,5,3,5,53,61,90,376,418,480
8,1,1,5,5,5,5,4,4,4,4,5,5,5,4,5,5,4,4,4,4,4,4,3,3,3,4,4,5,5,3,4,4,4,4,3,4,4,3,3,4,3,4,4,4,3,4,3,3,4,3,3,5,5,5,85,82,95,483,458,500
9,1,2,3,3,4,4,4,2,3,1,2,2,2,2,4,2,2,2,1,3,4,2,3,4,3,3,3,2,3,1,2,3,3,3,3,3,2,2,3,3,3,2,2,3,4,3,2,2,3,2,2,5,4,4,74,88,55,433,475,415
10,1,1,5,4,5,4,4,5,4,4,5,4,4,5,4,5,5,4,4,2,1,1,2,1,2,4,4,3,5,4,5,5,4,3,3,4,4,4,3,3,4,3,4,3,3,3,3,3,3,3,3,4,4,3,61,61,65,391,418,431
11,1,1,3,3,3,3,3,3,3,4,5,4,4,4,4,3,3,3,4,5,4,4,3,3,3,2,3,3,4,3,3,4,3,2,2,3,3,3,2,2,2,3,3,2,3,3,3,3,3,3,2,3,3,3,28,46,15,288,389,288
12,1,2,5,5,5,5,5,5,5,5,3,2,3,2,2,3,2,2,2,3,3,4,2,3,3,3,3,3,4,2,4,4,3,3,2,3,3,3,3,4,3,2,2,2,2,3,2,2,3,3,3,5,2,2,41,40,45,344,374,397
13,1,2,5,4,4,5,3,5,3,5,5,5,5,5,5,5,4,3,3,3,5,3,1,5,5,2,3,3,2,5,5,5,4,3,2,3,4,4,4,4,4,3,3,1,1,2,1,1,1,1,1,-1,1,4,45,34,35,352,356,374
14,1,1,5,4,4,5,5,5,4,4,5,5,5,5,5,5,5,5,3,4,4,3,3,4,4,4,3,5,-1,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,3,3,5,4,2,67,82,30,415,458,358
15,1,1,5,3,3,5,3,3,3,3,4,3,4,3,4,4,3,3,4,3,3,3,1,1,1,1,1,3,2,1,3,3,3,2,2,3,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,3,1,26,43,20,269,382,289
16,1,2,4,3,3,3,4,3,3,3,4,4,4,4,4,4,3,3,2,3,3,2,2,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,1,2,2,2,2,2,5,5,4,65,88,90,407,475,480
17,1,2,4,3,4,4,4,4,3,3,5,4,4,4,5,5,4,4,4,5,3,3,2,3,3,4,5,4,5,3,5,5,3,2,2,3,3,3,3,3,2,3,2,3,3,3,3,4,3,3,4,-1,3,-1,77,79,50,443,451,406
18,1,2,3,4,4,3,3,4,4,3,3,3,4,4,4,4,2,3,2,1,3,1,1,3,2,3,2,4,5,1,3,2,3,3,3,3,4,4,3,4,4,1,1,2,1,1,4,4,4,4,3,5,5,3,85,88,75,483,475,447
19,1,2,5,5,5,5,5,5,5,5,4,3,4,3,4,3,3,3,2,3,3,4,2,3,3,4,4,4,4,3,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,2,3,4,3,3,3,5,5,5,78,79,65,443,451,431
20,1,2,4,4,5,4,4,5,4,2,5,5,5,5,5,5,5,5,5,5,3,4,4,2,3,4,4,5,5,5,4,5,3,3,3,4,4,3,4,4,3,4,3,3,3,3,3,2,2,3,3,5,4,5,77,100,90,443,683,480
21,1,1,4,4,3,3,4,3,3,2,4,4,3,3,4,4,2,2,2,2,2,2,3,3,3,3,2,2,4,1,2,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,5,3,3,44,28,80,352,330,456
22,1,1,4,3,3,4,4,4,4,3,2,3,3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,2,2,3,2,3,2,2,2,2,3,3,3,2,3,4,3,2,3,3,3,2,2,3,3,4,4,5,50,67,75,368,428,447
23,1,1,5,4,4,5,4,5,3,4,5,3,5,5,4,4,5,5,3,3,3,2,1,2,2,5,3,3,3,2,3,3,4,4,4,4,4,4,4,4,3,3,3,2,3,3,3,3,2,3,2,-1,3,-1,68,43,35,415,382,374
24,1,2,4,4,3,4,3,3,3,4,4,5,5,5,5,5,5,5,5,3,3,3,3,3,3,4,4,4,5,4,4,4,3,3,2,3,4,4,4,4,4,2,2,2,2,3,4,4,4,3,4,5,5,5,88,97,70,501,534,439
25,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
26,1,2,2,2,2,3,2,1,1,1,2,4,4,4,3,4,5,5,5,3,3,2,1,2,2,2,2,2,3,1,1,2,3,2,2,4,2,1,3,3,2,1,1,3,2,1,1,1,3,1,1,2,2,2,60,43,25,391,382,335
27,1,2,4,3,2,3,3,3,2,3,4,4,3,4,5,4,3,4,2,3,4,2,3,2,2,4,3,4,4,2,2,3,3,3,4,4,3,4,4,4,3,4,4,4,4,4,3,2,3,2,2,-1,5,-1,71,91,80,424,486,456
28,1,1,5,4,4,4,3,4,3,4,4,4,5,5,5,5,3,2,1,3,3,4,5,3,3,3,3,2,5,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,1,1,1,1,1,4,1,4,30,31,25,303,344,335
29,1,1,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,2,3,3,3,2,3,2,2,2,2,3,3,2,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,34,40,20,315,374,289
30,1,1,5,3,3,4,4,4,3,3,3,3,4,3,4,4,3,4,3,2,2,2,3,3,3,3,-1,2,2,1,3,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,4,4,4,4,4,3,5,4,73,4,20,433,264,289
31,1,1,4,4,4,4,3,4,3,2,5,5,4,4,4,4,4,4,4,3,3,4,3,4,4,5,5,4,5,3,4,4,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,5,5,5,28,49,20,288,395,289
32,1,2,4,4,4,3,3,3,3,3,5,4,4,4,4,3,2,2,2,1,1,1,1,1,2,3,3,2,2,2,4,4,2,2,2,3,2,3,3,3,2,2,2,2,2,2,3,3,3,3,3,5,5,5,91,85,80,526,465,456
33,1,2,4,4,4,4,3,3,3,3,4,4,3,4,4,4,3,4,4,4,3,4,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,3,3,3,5,4,3,56,46,65,383,389,431
34,1,2,5,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,2,1,4,3,5,4,3,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,68,97,100,415,534,637
35,1,1,4,5,4,4,3,2,2,2,4,4,4,5,4,4,4,4,5,2,4,3,3,3,3,4,4,3,5,5,4,3,4,3,3,3,2,2,2,3,3,2,1,3,3,3,1,1,1,1,2,3,1,4,50,13,30,368,264,358
36,1,1,4,4,4,4,4,2,3,3,1,1,2,2,3,3,2,1,1,2,5,5,2,1,1,3,2,2,4,2,3,3,2,3,2,4,3,3,3,3,3,1,1,1,1,1,4,4,4,4,3,3,3,2,62,61,45,399,418,397
37,1,1,5,3,1,5,3,3,3,3,2,3,5,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,4,3,1,3,2,2,3,3,3,4,3,3,2,2,1,1,1,1,1,1,1,1,5,1,4,46,19,50,352,264,406
38,1,1,3,3,3,3,3,3,3,4,4,-1,2,3,4,4,4,4,3,3,1,3,2,2,2,3,3,2,4,2,2,3,1,3,2,3,3,3,3,3,2,2,2,1,1,1,2,2,3,2,3,4,3,2,77,37,30,443,366,358
39,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,1,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,2,4,3,3,4,3,3,4,3,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,-1,5,-1,72,88,90,424,475,480
41,1,2,4,3,3,4,4,3,3,3,4,4,3,4,4,3,3,3,3,3,4,2,2,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,2,2,2,2,3,3,3,69,64,80,415,423,456
42,1,1,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1,3,3,1,3,3,3,3,1,3,3,3,3,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,3,2,4,4,4,27,31,25,288,344,335
43,1,1,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,3,3,3,27,25,40,288,311,386
44,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,4,5,4,5,5,3,3,2,3,4,4,4,4,4,2,2,2,1,1,3,3,3,3,3,5,3,2,57,52,30,383,401,358
45,1,2,4,3,3,4,3,4,3,4,3,3,3,4,4,4,3,3,2,4,3,3,4,3,3,3,3,3,3,2,3,4,3,3,2,3,3,3,2,2,2,2,2,3,2,2,3,2,2,3,3,5,5,5,62,67,60,399,428,423
46,1,2,5,4,4,4,4,5,4,5,4,5,5,4,4,5,4,4,2,3,3,2,4,3,2,4,4,3,4,3,3,2,3,3,3,4,3,4,4,3,3,2,3,3,3,2,3,4,4,3,3,4,3,2,66,52,45,407,401,397
47,1,2,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,5,5,3,2,3,2,4,5,5,5,4,5,5,4,3,2,4,4,4,4,3,4,4,4,4,3,4,3,3,3,3,3,5,5,5,61,73,60,399,439,423
48,1,1,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,2,3,3,3,3,4,4,1,2,1,3,2,2,3,2,2,1,1,2,2,2,2,2,3,3,2,3,3,3,28,52,45,288,401,397
49,1,1,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,2,3,3,3,3,3,3,2,3,3,2,3,3,3,3,4,3,58,82,65,383,458,431
50,1,1,4,4,4,4,4,4,3,4,4,5,5,5,5,5,4,4,2,1,1,1,2,1,1,2,3,3,4,4,4,3,2,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,2,4,4,3,67,55,35,415,407,374
51,2,1,4,4,3,4,3,4,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,4,4,42,58,45,344,412,397
52,2,1,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,5,50,58,70,368,412,439
53,2,1,5,5,5,5,3,4,4,4,4,4,4,3,4,4,3,3,1,3,3,3,4,4,4,4,4,1,4,1,4,4,4,4,4,3,3,3,2,3,3,4,4,4,4,4,4,4,4,3,3,4,4,5,71,73,75,424,439,447
54,2,2,4,3,4,4,3,4,3,4,4,3,3,3,3,4,3,3,2,2,3,2,2,2,2,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,2,2,3,2,2,2,2,3,2,2,5,3,3,89,76,50,501,445,406
55,2,1,4,4,4,5,5,2,5,1,4,4,4,5,4,5,4,4,3,4,4,2,3,3,3,3,3,3,4,3,4,4,3,3,3,3,2,2,2,2,2,3,3,3,3,2,2,1,2,1,1,4,3,5,73,64,75,424,423,447
56,2,2,5,5,5,5,5,5,4,5,4,4,4,5,5,3,4,1,3,3,5,3,2,3,4,5,5,4,5,5,5,4,3,4,3,4,4,4,4,4,4,3,3,4,3,3,3,2,3,2,2,5,4,5,55,73,25,376,439,335
57,2,2,5,4,4,5,4,4,3,2,3,3,4,3,3,3,3,3,2,3,3,3,2,3,2,3,3,3,3,1,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-1,-1,3,83,94,55,467,503,415
58,2,2,4,4,4,4,4,5,3,4,5,5,4,5,3,4,5,4,4,2,4,3,4,4,3,4,3,2,5,2,3,4,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,-1,-1,3,56,73,-1,383,439,-1
59,2,1,5,5,4,5,4,5,3,4,5,5,5,5,5,5,5,5,3,4,3,3,4,3,2,4,3,3,5,3,5,3,4,4,4,4,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,-1,-1,5,62,94,85,399,503,467
60,2,1,4,4,4,4,4,3,3,4,4,4,4,3,4,3,3,3,3,3,3,3,4,3,3,3,2,3,4,2,3,3,3,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,-1,-1,4,48,61,70,360,418,439
61,2,1,4,4,4,4,4,4,3,3,4,4,3,3,4,4,4,3,3,2,2,3,3,2,2,4,4,3,4,3,4,4,3,3,2,3,2,1,2,2,2,4,3,4,4,3,2,3,3,3,2,5,5,5,71,91,95,424,486,500
62,2,1,4,4,4,4,4,4,3,2,5,3,4,3,5,4,3,1,1,3,1,4,2,1,3,2,2,3,3,1,3,3,2,3,2,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,64,91,95,407,486,500
63,2,1,4,4,3,4,3,4,3,3,4,4,4,4,3,4,3,3,3,2,4,3,2,2,2,3,3,3,4,2,4,4,4,3,3,3,3,3,3,4,2,1,1,1,1,1,2,2,2,2,2,5,3,3,83,85,55,467,465,415
64,2,1,3,4,3,3,3,3,3,3,3,4,3,3,4,3,4,4,4,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,18,22,40,241,275,386
65,2,1,3,3,3,3,3,4,3,3,3,3,4,3,3,4,3,3,3,2,2,2,2,2,2,3,3,2,3,2,1,3,4,3,3,3,4,4,4,3,2,3,3,2,3,2,3,3,2,2,2,5,5,5,80,85,85,455,465,467
66,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,95,100,90,562,683,480
67,2,1,3,3,3,3,4,4,3,4,4,4,4,3,5,4,4,4,3,4,3,2,1,2,1,4,2,3,4,2,3,4,3,2,4,3,2,3,2,2,1,3,2,2,2,2,2,1,1,1,1,-1,-1,3,63,58,65,399,412,431
68,2,2,4,3,3,4,3,4,3,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,4,3,3,4,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,2,2,2,2,3,5,4,5,56,64,80,383,423,456
69,2,2,3,3,3,4,4,3,3,2,5,5,5,5,5,5,5,5,5,4,3,2,4,3,3,4,5,5,5,5,5,5,4,3,3,4,4,4,4,4,4,2,2,3,2,2,3,1,2,2,2,5,2,4,77,67,45,443,428,397
70,2,2,4,4,3,4,4,4,4,4,3,5,4,4,2,5,3,4,1,4,3,4,4,4,4,3,4,5,-1,4,3,4,3,3,2,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,5,5,5,85,91,100,483,486,637
71,2,1,4,5,4,4,4,4,3,4,4,4,4,4,5,4,4,4,4,5,3,5,5,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,37,34,45,326,356,397
72,2,1,5,4,4,4,5,4,4,3,2,2,2,2,2,3,2,2,2,2,3,3,3,3,2,3,3,2,3,3,3,3,3,2,2,3,3,2,3,2,2,2,2,2,2,2,3,3,4,4,3,4,4,4,42,58,60,344,412,423
73,2,1,5,3,2,4,5,5,3,3,5,5,5,5,5,5,5,5,5,1,3,2,4,4,2,4,5,5,5,3,4,5,4,4,2,4,4,4,4,3,4,3,3,3,4,4,1,1,3,2,4,4,4,4,71,64,90,424,423,480
74,2,1,3,3,4,4,4,4,3,3,3,4,5,5,4,4,3,5,3,4,3,3,4,3,3,4,3,3,5,3,3,4,3,4,3,3,3,3,4,3,3,2,2,3,3,2,3,2,2,2,2,4,3,5,62,64,35,399,423,374
75,2,1,5,5,5,5,4,4,4,5,5,4,4,5,4,4,5,4,4,3,3,3,3,3,3,4,4,5,4,5,5,4,3,3,2,4,3,3,2,2,2,2,4,4,3,3,4,4,4,4,4,-1,5,5,67,94,100,407,503,637
76,2,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,5,4,4,4,3,3,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,4,4,4,87,94,80,483,503,456
77,2,1,5,5,5,5,5,5,5,5,3,2,3,3,4,3,3,3,2,4,4,4,2,4,3,5,2,2,3,4,3,3,4,4,4,4,3,1,1,2,3,4,4,4,4,-1,2,1,1,2,2,4,3,5,68,85,95,415,465,500
78,2,1,2,3,2,2,3,2,2,2,3,2,3,3,3,3,3,3,3,2,3,2,2,2,2,3,3,3,2,2,3,3,3,3,3,3,2,2,3,2,2,2,2,3,3,2,2,2,3,3,2,4,5,5,67,88,75,415,475,447
79,2,1,5,5,5,5,5,5,5,5,4,3,4,3,5,3,1,3,1,3,5,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,5,74,97,85,433,534,467
80,2,1,5,4,3,5,3,3,3,2,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,2,3,3,3,3,2,3,2,2,2,2,2,3,2,2,3,2,2,3,2,2,2,5,5,5,83,88,90,467,475,480
81,2,2,3,3,3,3,3,4,3,4,5,5,5,5,5,5,4,3,5,5,3,2,1,2,3,5,3,5,5,2,2,2,3,2,2,3,4,4,4,4,4,3,3,3,3,3,3,2,2,3,2,5,5,-1,76,88,95,443,475,500
82,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
83,2,1,4,4,5,4,4,5,4,5,4,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,3,2,4,3,2,2,3,4,4,3,3,3,3,4,4,4,4,4,4,4,5,41,22,20,344,275,289
84,2,1,5,4,4,4,3,3,3,3,4,4,4,4,4,4,4,3,3,5,3,3,5,3,3,4,2,2,4,3,3,2,3,3,3,3,4,4,4,4,4,3,3,3,3,3,2,2,2,1,1,4,3,4,52,43,65,368,382,431
85,2,1,2,2,2,3,3,3,3,2,3,3,4,4,4,4,4,4,4,2,1,1,1,1,1,5,4,4,4,4,2,3,4,4,4,4,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,-1,-1,5,82,88,95,467,475,500
86,2,2,4,3,3,3,3,3,3,3,4,5,5,4,4,4,3,3,2,3,3,3,4,3,3,3,2,2,3,1,3,3,3,3,3,4,2,2,2,2,2,2,2,2,3,3,1,1,1,1,1,3,3,4,51,34,20,368,356,289
87,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
88,2,1,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,3,2,4,4,4,5,3,3,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,-1,2,2,5,4,5,82,94,80,455,503,456
89,2,1,3,4,3,3,4,3,3,3,4,4,5,5,5,4,4,4,3,3,4,4,4,3,3,3,3,3,3,2,3,3,3,2,2,3,3,2,3,3,3,2,2,3,3,2,1,1,3,1,2,3,3,3,64,19,30,399,264,358
90,2,2,4,3,3,4,3,2,3,2,3,3,3,3,3,3,3,3,3,2,2,2,1,2,2,2,2,2,2,1,2,2,3,3,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,1,1,55,46,25,383,389,335
91,2,2,4,3,3,4,3,2,3,3,4,4,4,4,4,4,3,4,4,3,3,2,2,3,3,2,2,3,3,2,3,3,3,3,2,3,3,3,4,3,3,2,2,3,2,2,2,2,3,3,3,-1,-1,3,57,34,25,383,356,335
92,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,3,3,4,4,4,4,4,1,2,2,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,35,94,75,326,503,447
93,2,1,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,1,3,3,3,3,3,2,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,69,28,55,415,330,415
94,2,2,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,3,4,4,4,1,3,3,4,3,5,5,2,3,3,4,2,2,3,3,2,2,2,2,3,3,3,3,2,3,3,3,2,3,-1,-1,5,76,64,60,443,423,423
95,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
96,2,1,4,3,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,3,4,3,3,3,3,2,3,4,2,3,4,3,4,3,3,3,2,4,3,3,5,5,5,83,91,100,467,486,637
97,2,1,5,5,5,4,4,5,3,4,5,4,5,4,4,5,3,2,1,3,4,4,5,3,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,4,2,4,57,34,40,383,356,386
98,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,4,3,3,-1,-1,3,44,31,55,352,344,415
99,2,1,5,5,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,3,3,2,4,3,3,3,3,2,2,2,3,2,4,4,2,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,4,1,4,61,34,60,399,356,423
100,2,2,3,4,3,3,4,3,2,3,5,5,5,5,5,5,5,5,5,4,2,1,2,3,2,4,3,4,5,1,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,5,5,3,74,58,40,433,412,386
101,3,1,4,4,4,4,3,5,4,3,4,3,4,4,4,3,4,3,2,4,3,3,2,3,3,4,3,3,4,2,3,3,3,3,2,3,2,2,2,2,2,3,3,2,3,3,3,2,3,3,3,4,5,5,41,37,5,344,366,288
102,3,1,4,4,3,4,3,4,3,4,3,5,4,4,4,4,3,4,5,3,4,3,3,2,2,3,3,3,3,3,2,3,2,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,33,28,25,315,330,335
103,3,1,4,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,3,3,3,3,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,40,31,20,335,344,289
104,3,1,5,5,5,4,4,3,4,4,3,4,3,4,4,3,4,4,3,4,3,3,2,2,2,1,3,1,2,1,3,2,3,3,2,3,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,4,4,4,47,25,5,352,311,288
105,3,1,5,4,5,5,3,5,3,4,2,2,3,3,3,3,2,2,1,3,2,2,3,3,3,3,2,1,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,34,34,10,326,356,288
106,3,1,4,4,2,3,3,3,3,3,4,4,5,3,4,5,4,4,3,2,1,1,1,1,1,4,4,3,4,2,3,3,3,4,2,3,4,4,4,4,4,3,2,3,2,3,4,3,3,4,3,5,3,3,57,43,25,383,382,335
107,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,43,43,10,344,382,288
